datetime,side,price,shares,pnl
2017-03-15 15:42,BUY,309.1,100,0.0
2017-03-15 15:47,SELL,309.2,100,10.0
2017-03-15 16:01,BUY,308.9,100,0.0
2017-03-15 16:13,SELL,309.0,100,10.0
2017-03-15 16:20,BUY,309.05,100,0.0
2017-03-15 16:27,SELL,309.05,100,0.0
2017-03-15 16:33,BUY,308.9,100,0.0
2017-03-15 16:38,SELL,309.0,100,10.0
2017-03-15 16:40,BUY,309.1,100,0.0
2017-03-15 16:42,SELL,308.9,100,-20.0
2017-03-15 16:44,BUY,309.1,100,0.0
2017-03-15 16:47,SELL,309.1,100,0.0
2017-03-15 16:52,BUY,308.95,100,0.0
2017-03-15 16:53,SELL,309.0,100,5.0
2017-03-15 16:55,BUY,308.9,100,0.0
2017-03-15 16:56,SELL,308.9,100,0.0
2017-03-15 16:58,BUY,308.95,100,0.0
2017-03-15 17:00,SELL,308.95,100,0.0
2017-03-15 17:02,BUY,309.0,100,0.0
2017-03-15 17:05,SELL,308.9,100,-10.0
2017-03-15 17:07,BUY,309.05,100,0.0
2017-03-15 17:11,SELL,309.0,100,-5.0
2017-03-15 17:12,BUY,309.4,100,0.0
2017-03-15 17:20,SELL,309.1,100,-30.0
2017-03-15 17:23,BUY,309.2,100,0.0
2017-03-15 17:25,SELL,309.25,100,5.0
2017-03-15 17:27,BUY,309.2,100,0.0
2017-03-15 17:28,SELL,309.25,100,5.0
2017-03-15 17:29,BUY,309.25,100,0.0
2017-03-15 17:32,SELL,309.2,100,-5.0
2017-03-15 17:43,BUY,309.0,100,0.0
2017-03-15 17:45,SELL,308.8,100,-20.0
2017-03-15 17:50,BUY,308.35,100,0.0
2017-03-15 17:51,SELL,308.3,100,-5.0
2017-03-15 17:53,BUY,308.5,100,0.0
2017-03-15 17:57,SELL,308.45,100,-5.0
2017-03-15 18:00,BUY,308.65,100,0.0
2017-03-15 18:02,SELL,308.45,100,-20.0
2017-03-15 18:10,BUY,308.45,100,0.0
2017-03-15 18:19,SELL,308.25,100,-20.0
2017-03-15 18:24,BUY,307.7,100,0.0
2017-03-15 18:25,SELL,307.5,100,-20.0
2017-03-16 12:15,BUY,308.75,100,0.0
2017-03-16 12:19,SELL,307.7,100,-105.0
2017-03-16 12:22,BUY,308.5,100,0.0
2017-03-16 12:26,SELL,308.4,100,-10.0
2017-03-16 12:28,BUY,308.7,100,0.0
2017-03-16 12:32,SELL,308.3,100,-40.0
2017-03-16 12:41,BUY,307.8,100,0.0
2017-03-16 12:42,SELL,306.95,100,-85.0
2017-03-16 12:46,BUY,307.0,100,0.0
2017-03-16 12:47,SELL,307.2,100,20.0
2017-03-16 12:49,BUY,307.3,100,0.0
2017-03-16 12:54,SELL,307.4,100,10.0
2017-03-16 13:03,BUY,307.1,100,0.0
2017-03-16 13:09,SELL,307.1,100,0.0
2017-03-16 13:16,BUY,307.05,100,0.0
2017-03-16 13:19,SELL,306.9,100,-15.0
2017-03-16 13:21,BUY,307.0,100,0.0
2017-03-16 13:27,SELL,306.9,100,-10.0
2017-03-16 13:34,BUY,306.45,100,0.0
2017-03-16 13:45,SELL,306.9,100,45.0
2017-03-16 13:47,BUY,306.85,100,0.0
2017-03-16 13:49,SELL,306.9,100,5.0
2017-03-16 13:50,BUY,306.9,100,0.0
2017-03-16 13:51,SELL,306.8,100,-10.0
2017-03-16 13:54,BUY,306.9,100,0.0
2017-03-16 14:00,SELL,307.0,100,10.0
2017-03-16 14:07,BUY,306.9,100,0.0
2017-03-16 14:11,SELL,306.7,100,-20.0
2017-03-16 14:17,BUY,306.7,100,0.0
2017-03-16 14:20,SELL,306.6,100,-10.0
2017-03-16 14:21,BUY,306.9,100,0.0
2017-03-16 14:24,SELL,306.6,100,-30.0
2017-03-16 14:27,BUY,306.9,100,0.0
2017-03-16 14:30,SELL,306.9,100,0.0
2017-03-16 14:34,BUY,306.9,100,0.0
2017-03-16 14:36,SELL,306.8,100,-10.0
2017-03-16 14:37,BUY,307.0,100,0.0
2017-03-16 14:50,SELL,307.8,100,80.0
2017-03-16 14:52,BUY,307.75,100,0.0
2017-03-16 14:53,SELL,307.65,100,-10.0
2017-03-16 14:59,BUY,307.55,100,0.0
2017-03-16 15:04,SELL,306.95,100,-60.0
2017-03-16 15:08,BUY,307.3,100,0.0
2017-03-16 15:11,SELL,307.3,100,0.0
2017-03-16 15:12,BUY,307.4,100,0.0
2017-03-16 15:15,SELL,307.3,100,-10.0
2017-03-16 15:24,BUY,307.05,100,0.0
2017-03-16 15:27,SELL,306.9,100,-15.0
2017-03-16 15:29,BUY,306.9,100,0.0
2017-03-16 15:31,SELL,306.9,100,0.0
2017-03-16 15:33,BUY,306.9,100,0.0
2017-03-16 15:35,SELL,306.8,100,-10.0
2017-03-16 15:39,BUY,306.85,100,0.0
2017-03-16 15:45,SELL,306.85,100,0.0
2017-03-16 15:48,BUY,306.9,100,0.0
2017-03-16 15:51,SELL,306.85,100,-5.0
2017-03-16 15:56,BUY,306.8,100,0.0
2017-03-16 15:57,SELL,306.8,100,0.0
2017-03-16 15:58,BUY,306.9,100,0.0
2017-03-16 16:03,SELL,306.8,100,-10.0
2017-03-16 16:10,BUY,306.8,100,0.0
2017-03-16 16:15,SELL,306.8,100,0.0
2017-03-16 16:22,BUY,306.7,100,0.0
2017-03-16 16:30,SELL,306.8,100,10.0
2017-03-16 16:36,BUY,306.7,100,0.0
2017-03-16 16:41,SELL,306.7,100,0.0
2017-03-16 16:45,BUY,306.8,100,0.0
2017-03-16 16:46,SELL,306.8,100,0.0
2017-03-16 16:47,BUY,306.6,100,0.0
2017-03-16 16:48,SELL,306.75,100,15.0
2017-03-16 16:50,BUY,306.8,100,0.0
2017-03-16 16:52,SELL,306.55,100,-25.0
2017-03-16 16:56,BUY,306.6,100,0.0
2017-03-16 17:03,SELL,306.6,100,0.0
2017-03-16 17:14,BUY,306.4,100,0.0
2017-03-16 17:18,SELL,306.7,100,30.0
2017-03-16 17:19,BUY,306.55,100,0.0
2017-03-16 17:26,SELL,306.6,100,5.0
2017-03-16 17:31,BUY,306.7,100,0.0
2017-03-16 17:37,SELL,306.65,100,-5.0
2017-03-16 17:46,BUY,306.0,100,0.0
2017-03-16 17:52,SELL,305.85,100,-15.0
2017-03-16 17:55,BUY,306.2,100,0.0
2017-03-16 17:59,SELL,306.3,100,10.0
2017-03-16 18:00,BUY,306.75,100,0.0
2017-03-16 18:04,SELL,306.75,100,0.0
2017-03-16 18:14,BUY,306.3,100,0.0
2017-03-16 18:15,SELL,306.0,100,-30.0
2017-03-16 18:18,BUY,306.2,100,0.0
2017-03-16 18:22,SELL,306.15,100,-5.0
2017-03-16 18:25,BUY,306.2,100,0.0
2017-03-16 18:29,SELL,306.1,100,-10.0
2017-03-17 12:15,BUY,307.8,100,0.0
2017-03-17 12:24,SELL,307.7,100,-10.0
2017-03-17 12:29,BUY,307.45,100,0.0
2017-03-17 12:31,SELL,307.4,100,-5.0
2017-03-17 12:39,BUY,307.35,100,0.0
2017-03-17 12:43,SELL,307.3,100,-5.0
2017-03-17 12:44,BUY,307.4,100,0.0
2017-03-17 12:56,SELL,310.1,100,270.0
2017-03-17 13:11,BUY,308.5,100,0.0
2017-03-17 13:15,SELL,308.4,100,-10.0
2017-03-17 13:22,BUY,307.85,100,0.0
2017-03-17 13:28,SELL,308.05,100,20.0
2017-03-17 13:36,BUY,307.55,100,0.0
2017-03-17 13:43,SELL,307.7,100,15.0
2017-03-17 13:47,BUY,307.8,100,0.0
2017-03-17 13:50,SELL,307.6,100,-20.0
2017-03-17 13:52,BUY,307.6,100,0.0
2017-03-17 13:54,SELL,307.6,100,0.0
2017-03-17 14:00,BUY,307.35,100,0.0
2017-03-17 14:04,SELL,307.25,100,-10.0
2017-03-17 14:17,BUY,306.8,100,0.0
2017-03-17 14:18,SELL,306.75,100,-5.0
2017-03-17 14:21,BUY,306.8,100,0.0
2017-03-17 14:22,SELL,306.7,100,-10.0
2017-03-17 14:25,BUY,306.9,100,0.0
2017-03-17 14:29,SELL,306.85,100,-5.0
2017-03-17 14:32,BUY,307.0,100,0.0
2017-03-17 14:35,SELL,307.0,100,0.0
2017-03-17 14:37,BUY,306.9,100,0.0
2017-03-17 14:38,SELL,306.9,100,0.0
2017-03-17 14:45,BUY,306.9,100,0.0
2017-03-17 14:48,SELL,306.85,100,-5.0
2017-03-17 14:53,BUY,306.9,100,0.0
2017-03-17 15:01,SELL,306.8,100,-10.0
2017-03-17 15:04,BUY,306.85,100,0.0
2017-03-17 15:08,SELL,306.9,100,5.0
2017-03-17 15:15,BUY,306.9,100,0.0
2017-03-17 15:17,SELL,306.8,100,-10.0
2017-03-17 15:19,BUY,307.1,100,0.0
2017-03-17 15:24,SELL,306.9,100,-20.0
2017-03-17 15:30,BUY,306.9,100,0.0
2017-03-17 15:32,SELL,306.9,100,0.0
2017-03-17 15:34,BUY,306.85,100,0.0
2017-03-17 15:36,SELL,306.85,100,0.0
2017-03-17 15:37,BUY,306.9,100,0.0
2017-03-17 15:44,SELL,306.9,100,0.0
2017-03-17 15:51,BUY,307.05,100,0.0
2017-03-17 15:56,SELL,307.0,100,-5.0
2017-03-17 16:06,BUY,306.85,100,0.0
2017-03-17 16:11,SELL,307.1,100,25.0
2017-03-17 16:15,BUY,307.1,100,0.0
2017-03-17 16:17,SELL,307.1,100,0.0
2017-03-17 16:23,BUY,307.0,100,0.0
2017-03-17 16:27,SELL,306.9,100,-10.0
2017-03-17 16:29,BUY,306.95,100,0.0
2017-03-17 16:31,SELL,306.9,100,-5.0
2017-03-17 16:33,BUY,307.0,100,0.0
2017-03-17 16:38,SELL,307.2,100,20.0
2017-03-17 16:40,BUY,307.4,100,0.0
2017-03-17 16:44,SELL,307.2,100,-20.0
2017-03-17 16:48,BUY,307.45,100,0.0
2017-03-17 16:51,SELL,307.4,100,-5.0
2017-03-17 17:01,BUY,307.1,100,0.0
2017-03-17 17:03,SELL,307.0,100,-10.0
2017-03-17 17:06,BUY,307.1,100,0.0
2017-03-17 17:08,SELL,306.9,100,-20.0
2017-03-17 17:16,BUY,306.95,100,0.0
2017-03-17 17:22,SELL,306.9,100,-5.0
2017-03-17 17:25,BUY,307.1,100,0.0
2017-03-17 17:27,SELL,306.9,100,-20.0
2017-03-17 17:30,BUY,306.95,100,0.0
2017-03-17 17:37,SELL,307.1,100,15.0
2017-03-17 17:48,BUY,307.0,100,0.0
2017-03-17 17:51,SELL,306.9,100,-10.0
2017-03-17 17:55,BUY,306.9,100,0.0
2017-03-17 17:56,SELL,306.9,100,0.0
2017-03-17 18:00,BUY,307.1,100,0.0
2017-03-17 18:06,SELL,307.0,100,-10.0
2017-03-17 18:09,BUY,307.3,100,0.0
2017-03-17 18:11,SELL,306.9,100,-40.0
2017-03-17 18:14,BUY,306.95,100,0.0
2017-03-17 18:17,SELL,306.9,100,-5.0
2017-03-17 18:18,BUY,307.0,100,0.0
2017-03-17 18:21,SELL,307.0,100,0.0
2017-03-17 18:22,BUY,306.95,100,0.0
2017-03-20 12:19,SELL,306.0,100,-95.0
2017-03-20 12:23,BUY,306.6,100,0.0
2017-03-20 12:25,SELL,306.1,100,-50.0
2017-03-20 12:30,BUY,306.3,100,0.0
2017-03-20 12:37,SELL,306.2,100,-10.0
2017-03-20 12:39,BUY,306.3,100,0.0
2017-03-20 12:43,SELL,306.2,100,-10.0
2017-03-20 12:46,BUY,306.3,100,0.0
2017-03-20 12:51,SELL,306.45,100,15.0
2017-03-20 12:56,BUY,306.3,100,0.0
2017-03-20 13:00,SELL,306.0,100,-30.0
2017-03-20 13:04,BUY,306.1,100,0.0
2017-03-20 13:07,SELL,305.95,100,-15.0
2017-03-20 13:14,BUY,305.5,100,0.0
2017-03-20 13:16,SELL,305.5,100,0.0
2017-03-20 13:18,BUY,305.7,100,0.0
2017-03-20 13:21,SELL,305.4,100,-30.0
2017-03-20 13:24,BUY,305.35,100,0.0
2017-03-20 13:25,SELL,305.3,100,-5.0
2017-03-20 13:27,BUY,305.4,100,0.0
2017-03-20 13:30,SELL,304.95,100,-45.0
2017-03-20 13:34,BUY,304.9,100,0.0
2017-03-20 13:37,SELL,304.8,100,-10.0
2017-03-20 13:41,BUY,305.0,100,0.0
2017-03-20 13:43,SELL,304.7,100,-30.0
2017-03-20 13:46,BUY,304.85,100,0.0
2017-03-20 13:51,SELL,304.9,100,5.0
2017-03-20 13:53,BUY,304.9,100,0.0
2017-03-20 13:55,SELL,304.9,100,0.0
2017-03-20 13:58,BUY,305.1,100,0.0
2017-03-20 14:07,SELL,305.1,100,0.0
2017-03-20 14:11,BUY,305.2,100,0.0
2017-03-20 14:15,SELL,305.15,100,-5.0
2017-03-20 14:18,BUY,305.25,100,0.0
2017-03-20 14:20,SELL,304.95,100,-30.0
2017-03-20 14:32,BUY,304.8,100,0.0
2017-03-20 14:37,SELL,304.9,100,10.0
2017-03-20 14:39,BUY,305.1,100,0.0
2017-03-20 14:42,SELL,305.1,100,0.0
2017-03-20 14:43,BUY,305.05,100,0.0
2017-03-20 14:51,SELL,305.1,100,5.0
2017-03-20 14:52,BUY,305.15,100,0.0
2017-03-20 14:53,SELL,305.05,100,-10.0
2017-03-20 14:57,BUY,305.15,100,0.0
2017-03-20 15:00,SELL,305.1,100,-5.0
2017-03-20 15:05,BUY,305.1,100,0.0
2017-03-20 15:10,SELL,305.05,100,-5.0
2017-03-20 15:14,BUY,305.15,100,0.0
2017-03-20 15:15,SELL,305.1,100,-5.0
2017-03-20 15:16,BUY,305.1,100,0.0
2017-03-20 15:24,SELL,305.4,100,30.0
2017-03-20 15:31,BUY,305.25,100,0.0
2017-03-20 15:32,SELL,305.15,100,-10.0
2017-03-20 15:37,BUY,305.0,100,0.0
2017-03-20 15:41,SELL,305.0,100,0.0
2017-03-20 15:46,BUY,304.8,100,0.0
2017-03-20 15:47,SELL,304.75,100,-5.0
2017-03-20 16:04,BUY,304.55,100,0.0
2017-03-20 16:08,SELL,304.5,100,-5.0
2017-03-20 16:14,BUY,304.4,100,0.0
2017-03-20 16:23,SELL,304.45,100,5.0
2017-03-20 16:29,BUY,304.45,100,0.0
2017-03-20 16:31,SELL,304.25,100,-20.0
2017-03-20 16:37,BUY,304.1,100,0.0
2017-03-20 16:40,SELL,304.0,100,-10.0
2017-03-20 16:44,BUY,304.05,100,0.0
2017-03-20 16:46,SELL,304.0,100,-5.0
2017-03-20 16:47,BUY,304.25,100,0.0
2017-03-20 16:51,SELL,304.05,100,-20.0
2017-03-20 16:54,BUY,304.1,100,0.0
2017-03-20 17:10,SELL,304.45,100,35.0
2017-03-20 17:14,BUY,304.6,100,0.0
2017-03-20 17:17,SELL,304.4,100,-20.0
2017-03-20 17:26,BUY,304.25,100,0.0
2017-03-20 17:27,SELL,304.3,100,5.0
2017-03-20 17:29,BUY,304.3,100,0.0
2017-03-20 17:31,SELL,304.3,100,0.0
2017-03-20 17:33,BUY,304.3,100,0.0
2017-03-20 17:36,SELL,304.25,100,-5.0
2017-03-20 17:42,BUY,304.2,100,0.0
2017-03-20 17:44,SELL,304.0,100,-20.0
2017-03-20 17:48,BUY,304.1,100,0.0
2017-03-20 17:50,SELL,304.0,100,-10.0
2017-03-20 17:53,BUY,303.95,100,0.0
2017-03-20 17:54,SELL,303.75,100,-20.0
2017-03-20 18:09,BUY,302.8,100,0.0
2017-03-20 18:11,SELL,302.7,100,-10.0
2017-03-20 18:17,BUY,302.2,100,0.0
2017-03-20 18:18,SELL,302.2,100,0.0
2017-03-20 18:19,BUY,302.2,100,0.0
2017-03-20 18:21,SELL,302.0,100,-20.0
2017-03-20 18:24,BUY,302.1,100,0.0
2017-03-20 18:25,SELL,301.8,100,-30.0
2017-03-20 18:29,BUY,302.4,100,0.0
2017-03-21 12:17,SELL,301.1,100,-130.0
2017-03-21 12:23,BUY,299.7,100,0.0
2017-03-21 12:24,SELL,299.1,100,-60.0
2017-03-21 12:27,BUY,300.3,100,0.0
2017-03-21 12:32,SELL,300.3,100,0.0
2017-03-21 12:35,BUY,300.4,100,0.0
2017-03-21 12:37,SELL,300.2,100,-20.0
2017-03-21 12:41,BUY,300.4,100,0.0
2017-03-21 12:46,SELL,300.2,100,-20.0
2017-03-21 12:50,BUY,300.2,100,0.0
2017-03-21 13:03,SELL,301.15,100,95.0
2017-03-21 13:05,BUY,301.45,100,0.0
2017-03-21 13:08,SELL,301.4,100,-5.0
2017-03-21 13:10,BUY,301.25,100,0.0
2017-03-21 13:11,SELL,301.35,100,10.0
2017-03-21 13:13,BUY,301.45,100,0.0
2017-03-21 13:16,SELL,301.2,100,-25.0
2017-03-21 13:19,BUY,301.6,100,0.0
2017-03-21 13:24,SELL,302.0,100,40.0
2017-03-21 13:25,BUY,301.9,100,0.0
2017-03-21 13:30,SELL,301.6,100,-30.0
2017-03-21 13:36,BUY,301.8,100,0.0
2017-03-21 13:38,SELL,301.7,100,-10.0
2017-03-21 13:45,BUY,301.5,100,0.0
2017-03-21 13:47,SELL,301.5,100,0.0
2017-03-21 13:49,BUY,301.55,100,0.0
2017-03-21 13:50,SELL,301.3,100,-25.0
2017-03-21 13:56,BUY,301.2,100,0.0
2017-03-21 13:59,SELL,301.2,100,0.0
2017-03-21 14:03,BUY,301.15,100,0.0
2017-03-21 14:06,SELL,301.1,100,-5.0
2017-03-21 14:11,BUY,300.95,100,0.0
2017-03-21 14:18,SELL,301.1,100,15.0
2017-03-21 14:23,BUY,301.2,100,0.0
2017-03-21 14:26,SELL,301.1,100,-10.0
2017-03-21 14:28,BUY,301.1,100,0.0
2017-03-21 14:33,SELL,301.2,100,10.0
2017-03-21 14:34,BUY,301.1,100,0.0
2017-03-21 14:40,SELL,301.4,100,30.0
2017-03-21 14:42,BUY,301.5,100,0.0
2017-03-21 14:45,SELL,301.6,100,10.0
2017-03-21 14:46,BUY,301.6,100,0.0
2017-03-21 14:48,SELL,301.4,100,-20.0
2017-03-21 14:50,BUY,301.7,100,0.0
2017-03-21 14:53,SELL,301.4,100,-30.0
2017-03-21 14:58,BUY,301.6,100,0.0
2017-03-21 15:01,SELL,301.4,100,-20.0
2017-03-21 15:03,BUY,301.5,100,0.0
2017-03-21 15:04,SELL,301.15,100,-35.0
2017-03-21 15:07,BUY,301.6,100,0.0
2017-03-21 15:10,SELL,301.3,100,-30.0
2017-03-21 15:22,BUY,300.55,100,0.0
2017-03-21 15:28,SELL,300.45,100,-10.0
2017-03-21 15:34,BUY,301.0,100,0.0
2017-03-21 15:37,SELL,300.8,100,-20.0
2017-03-21 15:42,BUY,300.5,100,0.0
2017-03-21 15:48,SELL,300.4,100,-10.0
2017-03-21 15:51,BUY,300.7,100,0.0
2017-03-21 15:54,SELL,300.7,100,0.0
2017-03-21 16:05,BUY,300.1,100,0.0
2017-03-21 16:07,SELL,299.55,100,-55.0
2017-03-21 16:10,BUY,299.7,100,0.0
2017-03-21 16:13,SELL,299.65,100,-5.0
2017-03-21 16:17,BUY,299.7,100,0.0
2017-03-21 16:22,SELL,299.75,100,5.0
2017-03-21 16:23,BUY,299.95,100,0.0
2017-03-21 16:26,SELL,299.8,100,-15.0
2017-03-21 16:37,BUY,299.15,100,0.0
2017-03-21 16:42,SELL,299.3,100,15.0
2017-03-21 16:47,BUY,299.1,100,0.0
2017-03-21 16:49,SELL,298.9,100,-20.0
2017-03-21 16:57,BUY,298.5,100,0.0
2017-03-21 16:58,SELL,298.6,100,10.0
2017-03-21 17:00,BUY,298.6,100,0.0
2017-03-21 17:04,SELL,298.4,100,-20.0
2017-03-21 17:08,BUY,298.4,100,0.0
2017-03-21 17:09,SELL,298.4,100,0.0
2017-03-21 17:18,BUY,298.35,100,0.0
2017-03-21 17:21,SELL,298.15,100,-20.0
2017-03-21 17:24,BUY,298.3,100,0.0
2017-03-21 17:28,SELL,298.3,100,0.0
2017-03-21 17:29,BUY,298.3,100,0.0
2017-03-21 17:39,SELL,298.8,100,50.0
2017-03-21 17:41,BUY,298.8,100,0.0
2017-03-21 17:43,SELL,298.5,100,-30.0
2017-03-21 17:47,BUY,298.7,100,0.0
2017-03-21 17:51,SELL,298.7,100,0.0
2017-03-21 18:03,BUY,297.55,100,0.0
2017-03-21 18:05,SELL,297.65,100,10.0
2017-03-21 18:06,BUY,297.7,100,0.0
2017-03-21 18:15,SELL,298.2,100,50.0
2017-03-21 18:19,BUY,298.6,100,0.0
2017-03-21 18:25,SELL,298.6,100,0.0
2017-03-21 18:29,BUY,298.65,100,0.0
2017-03-22 12:15,SELL,296.0,100,-265.0
2017-03-22 12:19,BUY,297.9,100,0.0
2017-03-22 12:22,SELL,297.45,100,-45.0
2017-03-22 12:32,BUY,297.15,100,0.0
2017-03-22 12:36,SELL,297.1,100,-5.0
2017-03-22 12:44,BUY,296.6,100,0.0
2017-03-22 12:46,SELL,296.2,100,-40.0
2017-03-22 12:54,BUY,295.6,100,0.0
2017-03-22 12:55,SELL,295.6,100,0.0
2017-03-22 12:56,BUY,295.8,100,0.0
2017-03-22 13:00,SELL,295.65,100,-15.0
2017-03-22 13:11,BUY,294.6,100,0.0
2017-03-22 13:25,SELL,295.25,100,65.0
2017-03-22 13:28,BUY,295.4,100,0.0
2017-03-22 13:34,SELL,295.65,100,25.0
2017-03-22 13:45,BUY,295.5,100,0.0
2017-03-22 13:50,SELL,295.3,100,-20.0
2017-03-22 13:53,BUY,295.5,100,0.0
2017-03-22 13:56,SELL,295.25,100,-25.0
2017-03-22 14:01,BUY,295.1,100,0.0
2017-03-22 14:02,SELL,295.1,100,0.0
2017-03-22 14:04,BUY,295.3,100,0.0
2017-03-22 14:09,SELL,295.65,100,35.0
2017-03-22 14:10,BUY,295.6,100,0.0
2017-03-22 14:12,SELL,295.6,100,0.0
2017-03-22 14:24,BUY,295.45,100,0.0
2017-03-22 14:31,SELL,295.8,100,35.0
2017-03-22 14:32,BUY,296.8,100,0.0
2017-03-22 14:36,SELL,296.65,100,-15.0
2017-03-22 14:43,BUY,296.7,100,0.0
2017-03-22 14:48,SELL,296.9,100,20.0
2017-03-22 14:50,BUY,297.1,100,0.0
2017-03-22 14:54,SELL,297.0,100,-10.0
2017-03-22 14:58,BUY,297.1,100,0.0
2017-03-22 15:05,SELL,297.6,100,50.0
2017-03-22 15:13,BUY,297.3,100,0.0
2017-03-22 15:20,SELL,297.35,100,5.0
2017-03-22 15:21,BUY,297.3,100,0.0
2017-03-22 15:22,SELL,297.3,100,0.0
2017-03-22 15:29,BUY,297.2,100,0.0
2017-03-22 15:37,SELL,297.2,100,0.0
2017-03-22 15:40,BUY,297.3,100,0.0
2017-03-22 15:41,SELL,297.2,100,-10.0
2017-03-22 15:43,BUY,297.75,100,0.0
2017-03-22 15:49,SELL,298.2,100,45.0
2017-03-22 16:00,BUY,297.8,100,0.0
2017-03-22 16:03,SELL,297.7,100,-10.0
2017-03-22 16:08,BUY,297.1,100,0.0
2017-03-22 16:12,SELL,297.2,100,10.0
2017-03-22 16:15,BUY,297.2,100,0.0
2017-03-22 16:18,SELL,297.1,100,-10.0
2017-03-22 16:24,BUY,296.7,100,0.0
2017-03-22 16:25,SELL,296.5,100,-20.0
2017-03-22 16:29,BUY,296.7,100,0.0
2017-03-22 16:32,SELL,296.55,100,-15.0
2017-03-22 16:34,BUY,296.6,100,0.0
2017-03-22 16:35,SELL,296.4,100,-20.0
2017-03-22 16:39,BUY,296.4,100,0.0
2017-03-22 16:40,SELL,296.3,100,-10.0
2017-03-22 16:44,BUY,296.8,100,0.0
2017-03-22 16:47,SELL,296.5,100,-30.0
2017-03-22 16:49,BUY,296.7,100,0.0
2017-03-22 16:53,SELL,296.5,100,-20.0
2017-03-22 16:58,BUY,296.7,100,0.0
2017-03-22 17:06,SELL,296.65,100,-5.0
2017-03-22 17:11,BUY,296.7,100,0.0
2017-03-22 17:13,SELL,296.65,100,-5.0
2017-03-22 17:18,BUY,296.65,100,0.0
2017-03-22 17:19,SELL,296.6,100,-5.0
2017-03-22 17:21,BUY,296.6,100,0.0
2017-03-22 17:23,SELL,296.7,100,10.0
2017-03-22 17:25,BUY,296.6,100,0.0
2017-03-22 17:26,SELL,296.45,100,-15.0
2017-03-22 17:29,BUY,296.6,100,0.0
2017-03-22 17:31,SELL,296.4,100,-20.0
2017-03-22 17:41,BUY,296.2,100,0.0
2017-03-22 17:46,SELL,296.0,100,-20.0
2017-03-22 17:48,BUY,296.5,100,0.0
2017-03-22 17:51,SELL,296.1,100,-40.0
2017-03-22 17:54,BUY,296.3,100,0.0
2017-03-22 17:57,SELL,296.1,100,-20.0
2017-03-22 18:00,BUY,296.5,100,0.0
2017-03-22 18:15,SELL,297.4,100,90.0
2017-03-22 18:18,BUY,297.6,100,0.0
2017-03-22 18:27,SELL,297.55,100,-5.0
2017-03-23 12:15,BUY,298.5,100,0.0
2017-03-23 12:18,SELL,297.15,100,-135.0
2017-03-23 12:21,BUY,297.7,100,0.0
2017-03-23 12:26,SELL,297.7,100,0.0
2017-03-23 12:28,BUY,298.0,100,0.0
2017-03-23 12:33,SELL,298.25,100,25.0
2017-03-23 12:34,BUY,298.4,100,0.0
2017-03-23 12:40,SELL,298.6,100,20.0
2017-03-23 12:42,BUY,298.6,100,0.0
2017-03-23 12:48,SELL,298.6,100,0.0
2017-03-23 12:52,BUY,299.65,100,0.0
2017-03-23 12:55,SELL,299.0,100,-65.0
2017-03-23 12:59,BUY,299.0,100,0.0
2017-03-23 13:00,SELL,298.85,100,-15.0
2017-03-23 13:04,BUY,298.85,100,0.0
2017-03-23 13:07,SELL,298.8,100,-5.0
2017-03-23 13:17,BUY,298.85,100,0.0
2017-03-23 13:26,SELL,299.4,100,55.0
2017-03-23 13:32,BUY,299.3,100,0.0
2017-03-23 13:39,SELL,299.45,100,15.0
2017-03-23 13:42,BUY,300.0,100,0.0
2017-03-23 13:50,SELL,300.3,100,30.0
2017-03-23 13:58,BUY,300.3,100,0.0
2017-03-23 14:02,SELL,300.1,100,-20.0
2017-03-23 14:07,BUY,300.0,100,0.0
2017-03-23 14:09,SELL,299.75,100,-25.0
2017-03-23 14:13,BUY,299.7,100,0.0
2017-03-23 14:24,SELL,299.8,100,10.0
2017-03-23 14:28,BUY,299.8,100,0.0
2017-03-23 14:41,SELL,300.3,100,50.0
2017-03-23 14:51,BUY,299.9,100,0.0
2017-03-23 14:55,SELL,299.7,100,-20.0
2017-03-23 15:01,BUY,299.7,100,0.0
2017-03-23 15:02,SELL,299.6,100,-10.0
2017-03-23 15:09,BUY,299.45,100,0.0
2017-03-23 15:11,SELL,299.35,100,-10.0
2017-03-23 15:16,BUY,299.1,100,0.0
2017-03-23 15:29,SELL,299.6,100,50.0
2017-03-23 15:33,BUY,299.65,100,0.0
2017-03-23 15:34,SELL,299.5,100,-15.0
2017-03-23 15:38,BUY,299.6,100,0.0
2017-03-23 15:43,SELL,299.8,100,20.0
2017-03-23 15:44,BUY,299.7,100,0.0
2017-03-23 15:46,SELL,299.8,100,10.0
2017-03-23 15:47,BUY,299.8,100,0.0
2017-03-23 15:49,SELL,299.8,100,0.0
2017-03-23 15:58,BUY,299.4,100,0.0
2017-03-23 16:00,SELL,299.2,100,-20.0
2017-03-23 16:04,BUY,299.4,100,0.0
2017-03-23 16:08,SELL,299.35,100,-5.0
2017-03-23 16:09,BUY,299.3,100,0.0
2017-03-23 16:11,SELL,299.4,100,10.0
2017-03-23 16:12,BUY,299.4,100,0.0
2017-03-23 16:18,SELL,299.4,100,0.0
2017-03-23 16:22,BUY,299.45,100,0.0
2017-03-23 16:26,SELL,299.35,100,-10.0
2017-03-23 16:28,BUY,299.5,100,0.0
2017-03-23 16:35,SELL,299.7,100,20.0
2017-03-23 16:44,BUY,299.5,100,0.0
2017-03-23 16:45,SELL,299.5,100,0.0
2017-03-23 16:46,BUY,299.6,100,0.0
