datetime,side,price,shares,pnl
2017-09-20 13:05,BUY,405.1,100,0.0
2017-09-20 13:07,SELL,405.05,100,-5.0
2017-09-20 13:12,BUY,405.0,100,0.0
2017-09-20 13:15,SELL,404.9,100,-10.0
2017-09-20 13:24,BUY,403.6,100,0.0
2017-09-20 13:29,SELL,403.5,100,-10.0
2017-09-20 13:34,BUY,403.6,100,0.0
2017-09-20 13:37,SELL,403.4,100,-20.0
2017-09-20 13:49,BUY,402.1,100,0.0
2017-09-20 13:53,SELL,402.0,100,-10.0
2017-09-20 13:58,BUY,401.9,100,0.0
2017-09-20 14:02,SELL,401.85,100,-5.0
2017-09-20 14:03,BUY,402.25,100,0.0
2017-09-20 14:10,SELL,402.75,100,50.0
2017-09-20 14:15,BUY,402.45,100,0.0
2017-09-20 14:16,SELL,402.6,100,15.0
2017-09-20 14:18,BUY,403.1,100,0.0
2017-09-20 14:22,SELL,403.1,100,0.0
2017-09-20 14:24,BUY,403.0,100,0.0
2017-09-20 14:26,SELL,403.45,100,45.0
2017-09-20 14:27,BUY,403.5,100,0.0
2017-09-20 14:33,SELL,403.4,100,-10.0
2017-09-20 14:38,BUY,402.6,100,0.0
2017-09-20 14:39,SELL,402.5,100,-10.0
2017-09-20 14:43,BUY,402.5,100,0.0
2017-09-20 14:48,SELL,402.5,100,0.0
2017-09-20 14:52,BUY,402.5,100,0.0
2017-09-20 14:54,SELL,402.6,100,10.0
2017-09-20 14:55,BUY,402.6,100,0.0
2017-09-20 14:58,SELL,402.5,100,-10.0
2017-09-20 14:59,BUY,403.3,100,0.0
2017-09-20 15:03,SELL,402.7,100,-60.0
2017-09-20 15:06,BUY,402.8,100,0.0
2017-09-20 15:07,SELL,402.6,100,-20.0
2017-09-20 15:09,BUY,402.8,100,0.0
2017-09-20 15:12,SELL,402.7,100,-10.0
2017-09-20 15:22,BUY,402.0,100,0.0
2017-09-20 15:25,SELL,401.75,100,-25.0
2017-09-20 15:29,BUY,402.2,100,0.0
2017-09-20 15:32,SELL,402.0,100,-20.0
2017-09-20 15:45,BUY,401.5,100,0.0
2017-09-20 15:47,SELL,401.2,100,-30.0
2017-09-20 15:51,BUY,401.4,100,0.0
2017-09-20 15:53,SELL,401.0,100,-40.0
2017-09-20 16:00,BUY,400.45,100,0.0
2017-09-20 16:06,SELL,400.1,100,-35.0
2017-09-20 16:12,BUY,400.1,100,0.0
2017-09-20 16:21,SELL,400.4,100,30.0
2017-09-20 16:25,BUY,400.5,100,0.0
2017-09-20 16:28,SELL,400.3,100,-20.0
2017-09-20 16:31,BUY,400.6,100,0.0
2017-09-20 16:34,SELL,400.55,100,-5.0
2017-09-20 16:37,BUY,400.6,100,0.0
2017-09-20 16:40,SELL,400.55,100,-5.0
2017-09-20 16:41,BUY,400.7,100,0.0
2017-09-20 16:44,SELL,400.4,100,-30.0
2017-09-20 16:47,BUY,400.55,100,0.0
2017-09-20 16:49,SELL,400.3,100,-25.0
2017-09-20 16:52,BUY,400.4,100,0.0
2017-09-20 16:54,SELL,400.2,100,-20.0
2017-09-20 16:58,BUY,400.3,100,0.0
2017-09-20 16:59,SELL,400.3,100,0.0
2017-09-20 17:02,BUY,400.4,100,0.0
2017-09-20 17:04,SELL,400.3,100,-10.0
2017-09-20 17:07,BUY,400.4,100,0.0
2017-09-20 17:09,SELL,400.4,100,0.0
2017-09-20 17:14,BUY,400.5,100,0.0
2017-09-20 17:17,SELL,400.3,100,-20.0
2017-09-20 17:23,BUY,400.45,100,0.0
2017-09-20 17:26,SELL,400.2,100,-25.0
2017-09-20 17:30,BUY,400.2,100,0.0
2017-09-20 17:39,SELL,400.4,100,20.0
2017-09-20 17:40,BUY,400.5,100,0.0
2017-09-20 17:42,SELL,400.4,100,-10.0
2017-09-20 17:44,BUY,400.6,100,0.0
2017-09-20 17:47,SELL,400.3,100,-30.0
2017-09-20 17:50,BUY,400.65,100,0.0
2017-09-20 17:53,SELL,400.5,100,-15.0
2017-09-20 17:55,BUY,400.3,100,0.0
2017-09-20 17:56,SELL,400.2,100,-10.0
2017-09-20 17:58,BUY,400.5,100,0.0
2017-09-20 18:01,SELL,400.5,100,0.0
2017-09-20 18:11,BUY,400.0,100,0.0
2017-09-20 18:12,SELL,399.8,100,-20.0
2017-09-20 18:19,BUY,399.85,100,0.0
2017-09-20 18:21,SELL,399.2,100,-65.0
2017-09-20 18:24,BUY,400.2,100,0.0
2017-09-21 12:18,SELL,400.5,100,30.0
2017-09-21 12:21,BUY,400.6,100,0.0
2017-09-21 12:23,SELL,400.4,100,-20.0
2017-09-21 12:26,BUY,401.3,100,0.0
2017-09-21 12:30,SELL,400.85,100,-45.0
2017-09-21 12:34,BUY,400.9,100,0.0
2017-09-21 12:35,SELL,401.0,100,10.0
2017-09-21 12:37,BUY,401.05,100,0.0
2017-09-21 12:38,SELL,400.7,100,-35.0
2017-09-21 12:45,BUY,399.55,100,0.0
2017-09-21 12:48,SELL,399.0,100,-55.0
2017-09-21 13:00,BUY,397.5,100,0.0
2017-09-21 13:03,SELL,397.05,100,-45.0
2017-09-21 13:09,BUY,396.8,100,0.0
2017-09-21 13:14,SELL,396.85,100,5.0
2017-09-21 13:23,BUY,395.95,100,0.0
2017-09-21 13:31,SELL,397.2,100,125.0
2017-09-21 13:34,BUY,397.4,100,0.0
2017-09-21 13:38,SELL,397.6,100,20.0
2017-09-21 13:43,BUY,397.2,100,0.0
2017-09-21 13:44,SELL,397.3,100,10.0
2017-09-21 13:46,BUY,397.5,100,0.0
2017-09-21 13:49,SELL,396.85,100,-65.0
2017-09-21 13:52,BUY,397.15,100,0.0
2017-09-21 14:03,SELL,397.7,100,55.0
2017-09-21 14:13,BUY,397.4,100,0.0
2017-09-21 14:15,SELL,396.6,100,-80.0
2017-09-21 14:18,BUY,396.7,100,0.0
2017-09-21 14:20,SELL,396.7,100,0.0
2017-09-21 14:21,BUY,397.05,100,0.0
2017-09-21 14:25,SELL,396.75,100,-30.0
2017-09-21 14:28,BUY,396.9,100,0.0
2017-09-21 14:33,SELL,396.8,100,-10.0
2017-09-21 14:35,BUY,396.9,100,0.0
2017-09-21 14:42,SELL,397.2,100,30.0
2017-09-21 14:44,BUY,397.0,100,0.0
2017-09-21 14:45,SELL,397.15,100,15.0
2017-09-21 14:55,BUY,396.8,100,0.0
2017-09-21 14:58,SELL,396.8,100,0.0
2017-09-21 15:05,BUY,396.7,100,0.0
2017-09-21 15:13,SELL,397.0,100,30.0
2017-09-21 15:17,BUY,397.15,100,0.0
2017-09-21 15:22,SELL,397.1,100,-5.0
2017-09-21 15:33,BUY,396.7,100,0.0
2017-09-21 15:43,SELL,397.05,100,35.0
2017-09-21 15:48,BUY,396.9,100,0.0
2017-09-21 15:49,SELL,396.8,100,-10.0
2017-09-21 15:55,BUY,396.8,100,0.0
2017-09-21 15:59,SELL,396.7,100,-10.0
2017-09-21 16:03,BUY,396.55,100,0.0
2017-09-21 16:05,SELL,396.55,100,0.0
2017-09-21 16:06,BUY,396.6,100,0.0
2017-09-21 16:07,SELL,396.3,100,-30.0
2017-09-21 16:13,BUY,396.2,100,0.0
2017-09-21 16:14,SELL,396.25,100,5.0
2017-09-21 16:15,BUY,396.35,100,0.0
2017-09-21 16:18,SELL,396.1,100,-25.0
2017-09-21 16:27,BUY,395.7,100,0.0
2017-09-21 16:33,SELL,395.7,100,0.0
2017-09-21 16:37,BUY,395.85,100,0.0
2017-09-21 16:47,SELL,396.1,100,25.0
2017-09-21 16:51,BUY,396.15,100,0.0
2017-09-21 16:59,SELL,396.8,100,65.0
2017-09-21 17:03,BUY,396.8,100,0.0
2017-09-21 17:04,SELL,396.6,100,-20.0
2017-09-21 17:08,BUY,396.75,100,0.0
2017-09-21 17:10,SELL,396.4,100,-35.0
2017-09-21 17:14,BUY,396.6,100,0.0
2017-09-21 17:27,SELL,397.15,100,55.0
2017-09-21 17:33,BUY,397.3,100,0.0
2017-09-21 17:37,SELL,397.3,100,0.0
2017-09-21 17:39,BUY,397.8,100,0.0
2017-09-21 17:43,SELL,397.4,100,-40.0
2017-09-21 17:47,BUY,397.8,100,0.0
2017-09-21 17:50,SELL,397.3,100,-50.0
2017-09-21 17:55,BUY,397.2,100,0.0
2017-09-21 18:01,SELL,397.3,100,10.0
2017-09-21 18:07,BUY,397.1,100,0.0
2017-09-21 18:09,SELL,397.15,100,5.0
2017-09-21 18:14,BUY,397.1,100,0.0
2017-09-21 18:15,SELL,397.1,100,0.0
2017-09-21 18:16,BUY,397.15,100,0.0
2017-09-21 18:27,SELL,397.4,100,25.0
2017-09-21 18:29,BUY,398.0,100,0.0
2017-09-22 12:15,SELL,393.9,100,-410.0
2017-09-22 12:19,BUY,393.6,100,0.0
2017-09-22 12:20,SELL,392.8,100,-80.0
2017-09-22 12:23,BUY,392.7,100,0.0
2017-09-22 12:24,SELL,392.7,100,0.0
